GVKEY,CIQID,,Company Name
10795,IQ309845,,"United Airlines Holdings, Inc. (NasdaqGS:UAL)"
10789,IQ309821,,"Tyler Technologies, Inc. (NYSE:TYL)"
14561,IQ309779,,Coherent Corp. (NasdaqGS:COHR)
6529,IQ30956,,LSI Corporation
4685,IQ309540,,Trustmark Corporation (NasdaqGS:TRMK)
10735,IQ309456,,"Trinity Industries, Inc. (NYSE:TRN)"
15252,IQ309400,,TriMas Corporation (NasdaqGS:TRS)
25772,IQ309293742,,Double Eagle Acquisition Corp.
10671,IQ309162,,TC Energy Corporation (TSX:TRP)
26410,IQ309122562,,"Four Corners Property Trust, Inc. (NYSE:FCPT)"
10631,IQ308973,,"Total System Services, Inc."
10614,IQ308916,,Globe Life Inc. (NYSE:GL)
133869,IQ30886,,"LivePerson, Inc. (NasdaqGS:LPSN)"
12395,IQ308806,,"Toll Brothers, Inc. (NYSE:TOL)"
26812,IQ308587101,,GCP Applied Technologies Inc.
10581,IQ308582,,The Timken Company (NYSE:TKR)
17451,IQ30855463,,"Independent Bank Group, Inc. (NasdaqGS:IBTX)"
27802,IQ308492871,,"LSC Communications, Inc."
12216,IQ30843,,Linear Technology Corporation
14898,IQ308402,,3D Systems Corporation (NYSE:DDD)
176333,IQ30838318,,BlackRock Credit Allocation Income Trust (NYSE:BTZ)
10550,IQ308356,,Thoratec LLC
176914,IQ30834687,,"Cheniere Energy Partners, L.P. (NYSEAM:CQP)"
10549,IQ308299,,"THOR Industries, Inc. (NYSE:THO)"
142337,IQ30822601,,"Northern Oil and Gas, Inc. (NYSE:NOG)"
25937,IQ30820,,Ligand Pharmaceuticals Incorporated (NasdaqGM:LGND)
14538,IQ308047,,Teva Pharmaceutical Industries Limited (NYSE:TEVA)
7991,IQ307982,,Terex Corporation (NYSE:TEX)
174147,IQ30796,,"Qurate Retail, Inc. (NasdaqGS:QRTE.A)"
10498,IQ307930,,Texas Industries Inc.
10466,IQ307816,,Andeavor
10441,IQ307782,,Tennant Company (NYSE:TNC)
16476,IQ30773,,Levi Strauss & Co. (NYSE:LEVI)
13440,IQ30771,,"Level 3 Parent, LLC"
6669,IQ30763,,Lennar Corporation (NYSE:LEN)
6649,IQ30760,,"Leggett & Platt, Incorporated (NYSE:LEG)"
10407,IQ307430,,Teleflex Incorporated (NYSE:TFX)
16477,IQ30727,,Lear Corporation (NYSE:LEA)
14169,IQ307106,,"Landauer, Inc."
10332,IQ306963,,RS Legacy Corporation
21440,IQ30675,,"Landstar System, Inc. (NasdaqGS:LSTR)"
11672,IQ306688,,"The TJX Companies, Inc. (NYSE:TJX)"
21540,IQ30663855,,Wayfair Inc. (NYSE:W)
35377,IQ30661314,,"Phreesia, Inc. (NYSE:PHR)"
10277,IQ306596,,"TECO Energy, Inc."
6565,IQ30655,,Lam Research Corporation (NasdaqGS:LRCX)
15363,IQ306515,,TCF Financial Corporation
185318,IQ306496,,Swift Transportation Company
14960,IQ30643,,Laboratory Corporation of America Holdings (NYSE:LH)
17233,IQ306426,,"Susquehanna Bancshares, Inc."
10200,IQ306387,,Supertex Inc.
13041,IQ306324,,Synovus Financial Corp. (NYSE:SNV)
10195,IQ306072,,"Superior Industries International, Inc. (NYSE:SUP)"
10190,IQ306013,,SUPERVALU INC.
10187,IQ305901,,"SunTrust Banks, Inc."
10096,IQ305520,,Public Storage (NYSE:PSA)
25627,IQ30547,,"Kinder Morgan Energy Partners, L.P."
14186,IQ3053288,,Gen-Probe Incorporated
4723,IQ305304,,U.S. Bancorp (NYSE:USB)
11770,IQ305275,,Stifel Financial Corp. (NYSE:SF)
160888,IQ3051626,,"Monolithic Power Systems, Inc. (NasdaqGS:MPWR)"
10030,IQ305024,,The L.S. Starrett Company (NYSE:SCX)
10016,IQ304977,,"Stanley Black & Decker, Inc. (NYSE:SWK)"
10008,IQ304857,,Standex International Corporation (NYSE:SXI)
21916,IQ30485592,,Nevro Corp. (NYSE:NVRO)
176259,IQ30484742,,Altera Infrastructure L.P.
9919,IQ304778,,"The Shyft Group, Inc. (NasdaqGS:SHYF)"
6335,IQ30472,,Kansas City Southern
187550,IQ3044099,,"Aspen Aerogels, Inc. (NYSE:ASPN)"
121718,IQ30439,,"Juniper Networks, Inc. (NYSE:JNPR)"
9849,IQ304353,,American States Water Company (NYSE:AWR)
9904,IQ304260,,Southwestern Energy Company (NYSE:SWN)
24861,IQ304225387,,"Planet Fitness, Inc. (NYSE:PLNT)"
9815,IQ304124,,Sonoco Products Company (NYSE:SON)
185837,IQ30411550,,Bitauto Holdings Limited
9831,IQ303963,,"South Jersey Industries, Inc. (NYSE:SJI)"
5600,IQ30396158,,"Hertz Global Holdings, Inc. (NasdaqGS:HTZ)"
14412,IQ303923,,Sotheby's
9774,IQ303885,,"Smithfield Foods, Inc."
62399,IQ30379,,"JDA Software Group, Inc."
13602,IQ303785,,"America's Car-Mart, Inc. (NasdaqGS:CRMT)"
24437,IQ303689323,,"Blue Buffalo Pet Products, Inc."
9778,IQ303646,,Snap-on Incorporated (NYSE:SNA)
9777,IQ303591,,The J. M. Smucker Company (NYSE:SJM)
9699,IQ303397,,Sigma-Aldrich Corporation
29133,IQ30323,,"Itron, Inc. (NasdaqGS:ITRI)"
9667,IQ303104,,The Sherwin-Williams Company (NYSE:SHW)
24040,IQ30300,,"Ionis Pharmaceuticals, Inc. (NasdaqGS:IONS)"
62374,IQ30292,,Iron Mountain Incorporated (NYSE:IRM)
13800,IQ302907,,"Almost Family, Inc."
17115,IQ302804,,"Selective Insurance Group, Inc. (NasdaqGS:SIGI)"
40116,IQ302789480,,"Mullen Automotive, Inc. (NasdaqCM:MULN)"
9611,IQ302617,,Service Corporation International (NYSE:SCI)
9599,IQ302594,,Semtech Corporation (NasdaqGS:SMTC)
118577,IQ30253,,Life Technologies Corporation
32280,IQ30244916,,Starz
17184,IQ302423,,Seacoast Banking Corporation of Florida (NasdaqGS:SBCF)
136725,IQ30239,,"Intuitive Surgical, Inc. (NasdaqGS:ISRG)"
175689,IQ3023697,,"Armstrong World Industries, Inc. (NYSE:AWI)"
176260,IQ30233904,,Melco Resorts & Entertainment Limited (NasdaqGS:MLCO)
176659,IQ30232680,,Targa Resources Partners LP
180272,IQ302280300,,"Black Knight, Inc. (NYSE:BKI)"
24135,IQ302151977,,"Alarm.com Holdings, Inc. (NasdaqGS:ALRM)"
180395,IQ30205,,"ILG, LLC"
9465,IQ301966,,Schlumberger Limited (NYSE:SLB)
9846,IQ301891,,Edison International (NYSE:EIX)
13323,IQ301820,,"Sanderson Farms, Inc."
175900,IQ30177530,,"Sally Beauty Holdings, Inc. (NYSE:SBH)"
252819,IQ3017710,,Woori Financial Group Inc. (KOSE:A316140)
20430,IQ301714,,SLM Corporation (NasdaqGS:SLM)
9393,IQ301710,,San Juan Basin Royalty Trust (NYSE:SJT)
26304,IQ301669938,,CSRA Inc.
9372,IQ301667,,"St. Jude Medical, Inc."
24076,IQ301580992,,"Ollie's Bargain Outlet Holdings, Inc. (NasdaqGM:OLLI)"
9317,IQ301433,,SEI Investments Company (NasdaqGS:SEIC)
24291,IQ30133,,"Dine Brands Global, Inc. (NYSE:DIN)"
14763,IQ301120,,Royce Value Trust Inc. (NYSE:RVT)
9302,IQ301069,,Ryland Group Inc.
9273,IQ301040,,"Royal Gold, Inc. (NasdaqGS:RGLD)"
15111,IQ300897,,RPT Realty (NYSE:RPT)
9258,IQ300794,,Rowan Companies Limited
9225,IQ300753,,"Rollins, Inc. (NYSE:ROL)"
182788,IQ30054660,,Ditech Holding Corporation
9203,IQ300504,,"Rockwell Automation, Inc. (NYSE:ROK)"
150278,IQ3004786,,"Carter's, Inc. (NYSE:CRI)"
177405,IQ30027533,,Hycroft Mining Holding Corporation (NasdaqCM:HYMC)
9125,IQ300246,,"Richardson Electronics, Ltd. (NasdaqGS:RELL)"
61181,IQ30012,,Integra LifeSciences Holdings Corporation (NasdaqGS:IART)
185645,IQ30009227,,"GNC Holdings, Inc."
9016,IQ299702,,Regal Rexnord Corporation (NYSE:RRX)
183684,IQ29962,,"Team Health Holdings, Inc."
179299,IQ29960,,"IPC Healthcare, Inc."
8958,IQ299412,,"Raven Industries, Inc."
30137,IQ29929,,Nektar Therapeutics (NasdaqGS:NKTR)
19565,IQ299199,,Rio Tinto Group (LSE:RIO)
23753,IQ299160,,"Dorman Products, Inc. (NasdaqGS:DORM)"
8902,IQ299095,,RPM International Inc. (NYSE:RPM)
120134,IQ29902,,Informatica LLC
8873,IQ298968,,Dominion Energy Questar Corporation
8850,IQ298843,,Quaker Chemical Corporation (NYSE:KWR)
8832,IQ298718,,"Argan, Inc. (NYSE:AGX)"
8810,IQ298482,,Public Service Enterprise Group Incorporated (NYSE:PEG)
8807,IQ298441,,"PNM Resources, Inc. (NYSE:PNM)"
23335,IQ2983625,,"Aduro Biotech, Inc."
20423,IQ298176,,"Caesars Holdings, Inc"
17101,IQ29794,,"ImmunoGen, Inc. (NasdaqGS:IMGN)"
8717,IQ297850,,Precision Castparts Corp.
30312,IQ29780,,IMAX Corporation (NYSE:IMAX)
175982,IQ29762552,,Canadian Solar Inc. (NasdaqGS:CSIQ)
8692,IQ297620,,PotlatchDeltic Corporation (NasdaqGS:PCH)
16582,IQ297545,,Nutrien Ltd. (TSX:NTR)
138205,IQ29753,,"Illumina, Inc. (NasdaqGS:ILMN)"
12428,IQ297526,,Portland General Electric Company (NYSE:POR)
14311,IQ297441,,Polaris Inc. (NYSE:PII)
62396,IQ29731,,IDT Corporation (NYSE:IDT)
24197,IQ29729,,"IDEXX Laboratories, Inc. (NasdaqGS:IDXX)"
15267,IQ29728,,IDEX Corporation (NYSE:IEX)
15709,IQ297268,,Plum Creek Timber Co. Inc.
24468,IQ29726,,Biogen Inc. (NasdaqGS:BIIB)
15417,IQ297244,,"Brown & Brown, Inc. (NYSE:BRO)"
8644,IQ297179,,Kinross Gold Corporation (TSX:K)
174637,IQ29703,,"ICF International, Inc. (NasdaqGS:ICFI)"
8606,IQ297018,,Pitney Bowes Inc. (NYSE:PBI)
1075,IQ296957,,Pinnacle West Capital Corporation (NYSE:PNW)
19262,IQ296863,,"Community Trust Bancorp, Inc. (NasdaqGS:CTBI)"
8544,IQ296642,,PLDT Inc. (PSE:TEL)
8551,IQ296568,,PVH Corp. (NYSE:PVH)
8549,IQ296527,,ConocoPhillips (NYSE:COP)
8543,IQ296308,,"Altria Group, Inc. (NYSE:MO)"
8542,IQ296276,,"Essential Utilities, Inc. (NYSE:WTRG)"
8539,IQ296181,,Exelon Corporation (NasdaqGS:EXC)
27914,IQ29618,,Humana Inc. (NYSE:HUM)
12206,IQ29614,,"DIRECTV, LLC"
8512,IQ296104,,"PDC Energy, Inc. (NasdaqGS:PDCE)"
16245,IQ295774,,"People's United Financial, Inc."
7063,IQ29574,,"Host Hotels & Resorts, Inc. (NasdaqGS:HST)"
8463,IQ295688,,Pentair plc (NYSE:PNR)
8457,IQ295660,,Pennsylvania Real Estate Investment Trust (NYSE:PEI)
8446,IQ295624,,"Old COPPER Company, Inc."
8431,IQ295539,,"American Financial Group, Inc. (NYSE:AFG)"
8423,IQ295445,,"PMFG, Inc."
8402,IQ295368,,"Paychex, Inc. (NasdaqGS:PAYX)"
19205,IQ29535381,,"Capricor Therapeutics, Inc. (NasdaqCM:CAPR)"
8386,IQ295249,,"Patrick Industries, Inc. (NasdaqGS:PATK)"
14359,IQ295224,,Pioneer Natural Resources Company (NYSE:PXD)
8358,IQ295170,,Parker-Hannifin Corporation (NYSE:PH)
8253,IQ294721,,PACCAR Inc (NasdaqGS:PCAR)
5643,IQ29470,,Hilton Worldwide Holdings Inc. (NYSE:HLT)
8247,IQ294639,,"PPG Industries, Inc. (NYSE:PPG)"
8245,IQ294585,,"The PNC Financial Services Group, Inc. (NYSE:PNC)"
8823,IQ294550,,"PulteGroup, Inc. (NYSE:PHM)"
8219,IQ294483,,"Oxford Industries, Inc. (NYSE:OXM)"
63763,IQ29444,,"Hibbett, Inc. (NasdaqGS:HIBB)"
8213,IQ294382,,"Owens & Minor, Inc. (NYSE:OMI)"
8199,IQ294269,,Otter Tail Corporation (NasdaqGS:OTTR)
11721,IQ294167,,Oshkosh Corporation (NYSE:OSK)
8169,IQ293928,,Orbotech Ltd.
8151,IQ293889,,"ONEOK, Inc. (NYSE:OKE)"
8148,IQ293779,,"One Liberty Properties, Inc. (NYSE:OLP)"
12589,IQ29374,,Encompass Health Corporation (NYSE:EHC)
8133,IQ293680,,Omnicare Inc.
8123,IQ293645,,Olin Corporation (NYSE:OLN)
14828,IQ293614,,Old Republic International Corporation (NYSE:ORI)
8113,IQ293569,,OGE Energy Corp. (NYSE:OGE)
8099,IQ293515,,FirstEnergy Corp. (NYSE:FE)
26037,IQ29346,,HMS Holdings Corp.
8068,IQ293286,,Occidental Petroleum Corporation (NYSE:OXY)
23587,IQ29325,,"Haynes International, Inc. (NasdaqGS:HAYN)"
8007,IQ292891,,Wells Fargo & Company (NYSE:WFC)
12788,IQ29279,,"Harman International Industries, Incorporated"
7970,IQ292525,,Eversource Energy (NYSE:ES)
7923,IQ292268,,Norfolk Southern Corporation (NYSE:NSC)
7912,IQ292135,,"Noble Energy, Inc."
7974,IQ292092,,NiSource Inc. (NYSE:NI)
7993,IQ292047,,Northwest Natural Holding Company (NYSE:NWN)
7906,IQ291981,,"NIKE, Inc. (NYSE:NKE)"
7982,IQ291896,,Northern Trust Corporation (NasdaqGS:NTRS)
7881,IQ291795,,Newmont Corporation (NYSE:NEM)
7875,IQ291703,,Newell Brands Inc. (NasdaqGS:NWL)
26658,IQ291586,,"Avangrid, Inc. (NYSE:AGR)"
11925,IQ291385,,Noble Corporation Plc (NYSE:NE)
7849,IQ291335,,New Jersey Resources Corporation (NYSE:NJR)
5252,IQ29113,,Graco Inc. (NYSE:GGG)
7762,IQ291023,,"National Presto Industries, Inc. (NYSE:NPK)"
7759,IQ291003,,GP Strategies Corporation
160329,IQ29096,,Alphabet Inc. (NasdaqGS:GOOGL)
7733,IQ290898,,National Fuel Gas Company (NYSE:NFG)
11644,IQ290873,,"Key Energy Services, Inc. (OTCPK:KEGX)"
150277,IQ2908516,,"EnLink Midstream Partners, LP"
1661,IQ290681,,Nabors Industries Ltd. (NYSE:NBR)
15314,IQ29053039,,"Tesla Energy Operations, Inc."
25600,IQ290461795,,"Care Capital Properties, Inc."
7637,IQ290203,,Viatris Inc. (NasdaqGS:VTRS)
180646,IQ290202,,MYR Group Inc. (NasdaqGS:MYRG)
7636,IQ290177,,"Myers Industries, Inc. (NYSE:MYE)"
7620,IQ290060,,Murphy Oil Corporation (NYSE:MUR)
24856,IQ29002,,"Gilead Sciences, Inc. (NasdaqGS:GILD)"
24481,IQ289813109,,Madison Square Garden Sports Corp. (NYSE:MSGS)
18306,IQ28973179,,Santander Consumer USA Holdings Inc.
19094,IQ289652,,NBT Bancorp Inc. (NasdaqGS:NBTB)
13782,IQ289484,,Multi-Color Corporation
7437,IQ289272,,"ALLETE, Inc. (NYSE:ALE)"
66697,IQ28922,,"Inovio Pharmaceuticals, Inc. (NasdaqGS:INO)"
17998,IQ28921,,"bluebird bio, Inc. (NasdaqGS:BLUE)"
7435,IQ289194,,3M Company (NYSE:MMM)
13570,IQ289062,,The Middleby Corporation (NasdaqGS:MIDD)
7343,IQ289030,,"Micron Technology, Inc. (NasdaqGS:MU)"
24724,IQ288966653,,Liberty Latin America Ltd. (NasdaqGS:LILA)
1974,IQ288890,,Michael Baker Corporation
7279,IQ288778,,Mesabi Trust (NYSE:MSB)
14113,IQ288586,,"Mitek Systems, Inc. (NasdaqCM:MITK)"
7257,IQ288502,,"Merck & Co., Inc. (NYSE:MRK)"
7203,IQ288355,,"Media General, Inc."
7420,IQ288318,,MSA Safety Incorporated (NYSE:MSA)
20204,IQ288255,,"Iconix Brand Group, Inc."
7171,IQ288195,,McKesson Corporation (NYSE:MCK)
14891,IQ288133,,"MGP Ingredients, Inc. (NasdaqGS:MGPI)"
23287,IQ288060795,,8point3 Energy Partners LP
7152,IQ288033,,"McDermott International, Inc."
4936,IQ28791,,"G&K Services, Inc."
7346,IQ287798,,Microsemi Corporation
7331,IQ287772,,"MICROS Systems, Inc."
184700,IQ28756,,"FLEETCOR Technologies, Inc. (NYSE:FLT)"
62823,IQ28754,,"FTI Consulting, Inc. (NYSE:FCN)"
12433,IQ287401,,"Meridian Bioscience, Inc. (NasdaqGS:VIVO)"
61763,IQ28723,,"Elizabeth Arden, Inc."
170458,IQ28708454,,Millennial Media Inc.
4885,IQ28703,,"Franklin Resources, Inc. (NYSE:BEN)"
7161,IQ286976,,McGrath RentCorp (NasdaqGS:MGRC)
7124,IQ286900,,"Maxwell Technologies, Inc."
26147,IQ28688621,,"Penumbra, Inc. (NYSE:PEN)"
14418,IQ286798,,MGM Resorts International (NYSE:MGM)
6867,IQ286741,,"MDU Resources Group, Inc. (NYSE:MDU)"
12909,IQ286393,,Markel Corporation (NYSE:MKL)
7034,IQ286291,,Marine Petroleum Trust (NasdaqCM:MARP.S)
184715,IQ2862715,,"Tangoe, Inc."
6994,IQ286163,,"The Manitowoc Company, Inc. (NYSE:MTW)"
4510,IQ28606,,FMC Corporation (NYSE:FMC)
23256,IQ285932557,,"Tallgrass Energy, LP"
6781,IQ285930,,Loews Corporation (NYSE:L)
6946,IQ285880,,Magna International Inc. (TSX:MG)
6774,IQ285827,,Lockheed Martin Corporation (NYSE:LMT)
23150,IQ285706914,,"Nexpoint Storage Partners, Inc."
13562,IQ285663,,Brandywine Realty Trust (NYSE:BDN)
19398,IQ28565,,Denny's Corporation (NasdaqCM:DENN)
6733,IQ285544,,"Bath & Body Works, Inc. (NYSE:BBWI)"
6730,IQ285467,,Eli Lilly and Company (NYSE:LLY)
33668,IQ28543927,,Bloom Energy Corporation (NYSE:BE)
6682,IQ285359,,Jefferies Financial Group Inc. (NYSE:JEF)
6836,IQ285325,,Lufkin Industries Inc.
25157,IQ28532,,First Data Corporation
6639,IQ285250,,"Lee Enterprises, Incorporated (NasdaqGS:LEE)"
23072,IQ285045505,,"EQGP Holdings, LP"
14954,IQ285016,,Lindsay Corporation (NYSE:LNN)
6502,IQ284342,,The Kroger Co. (NYSE:KR)
12947,IQ284306,,LecTec Corporation
16597,IQ284137,,Lattice Semiconductor Corporation (NasdaqGS:LSCC)
6461,IQ283986,,Kirby Corporation (NYSE:KEX)
65643,IQ28395,,Fairchild Semiconductor International Inc.
6573,IQ283934,,Lancaster Colony Corporation (NasdaqGS:LANC)
174567,IQ28387905,,"Innophos Holdings, Inc."
6435,IQ283857,,Kimberly-Clark Corporation (NYSE:KMB)
6527,IQ283721,,LSI Industries Inc. (NasdaqGS:LYTS)
16910,IQ283687,,NewBridge Bancorp
6509,IQ283588,,"Kulicke and Soffa Industries, Inc. (NasdaqGS:KLIC)"
6386,IQ283484,,Kennametal Inc. (NYSE:KMT)
133885,IQ28338,,"Exelixis, Inc. (NasdaqGS:EXEL)"
6375,IQ283356,,Kellogg Company (NYSE:K)
12689,IQ283234,,KB Home (NYSE:KBH)
141277,IQ28311,,Exact Sciences Corporation (NasdaqCM:EXAS)
6338,IQ283024,,"Evergy, Inc. (NYSE:EVRG)"
6334,IQ282981,,Great Plains Energy Incorporated
190455,IQ2829085,,"Guidewire Software, Inc. (NYSE:GWRE)"
64536,IQ28274,,"Euronet Worldwide, Inc. (NasdaqGS:EEFT)"
6268,IQ282590,,Johnson Controls International plc (NYSE:JCI)
18162,IQ28236,,"Esperion Therapeutics, Inc. (NasdaqGM:ESPR)"
6304,IQ282225,,KLA Corporation (NasdaqGS:KLAC)
6216,IQ282159,,Jacobs Solutions Inc. (NYSE:J)
28733,IQ28209,,Equity Residential (NYSE:EQR)
138743,IQ28202,,"Equinix, Inc. (NasdaqGS:EQIX)"
6196,IQ281893,,Anixter International Inc.
6239,IQ281859,,Jefferies Group LLC
12825,IQ281651,,J&J Snack Foods Corp. (NasdaqGS:JJSF)
6097,IQ281438,,International Game Technology
6078,IQ281407,,International Flavors & Fragrances Inc. (NYSE:IFF)
165943,IQ2813223,,Dex Liquidating Co.
5959,IQ280944,,Trane Technologies plc (NYSE:TT)
6100,IQ280910,,"InterDigital, Inc. (NasdaqGS:IDCC)"
174656,IQ28071116,,"Maverick Natural Resources, LLC"
63645,IQ28071,,Endo International plc (OTCPK:ENDP.Q)
5878,IQ280561,,Illinois Tool Works Inc. (NYSE:ITW)
22674,IQ280529952,,"Easterly Government Properties, Inc. (NYSE:DEA)"
5870,IQ280458,,"IDACORP, Inc. (NYSE:IDA)"
4340,IQ28045,,Emulex Corporation
6135,IQ280420,,Enbridge Inc. (TSX:ENB)
22629,IQ280354084,,Oncor NTU Holdings Company LLC (REIT)
5860,IQ280322,,ITT Inc. (NYSE:ITT)
186955,IQ27997,,"ICE Mortgage Technology, Inc."
5764,IQ279750,,Hubbell Incorporated (NYSE:HUBB)
175510,IQ27973340,,"PVR Partners, L.P."
25774,IQ27970,,"Electronics for Imaging, Inc."
16890,IQ279675,,Independent Bank Corporation (NasdaqGS:IBCP)
264265,IQ2796659,,"Alnylam Pharmaceuticals, Inc. (NasdaqGS:ALNY)"
16721,IQ27963,,Electronic Arts Inc. (NasdaqGS:EA)
5742,IQ279513,,"CenterPoint Energy, Inc. (NYSE:CNP)"
5709,IQ279042,,Hormel Foods Corporation (NYSE:HRL)
5691,IQ278933,,"Honda Motor Co., Ltd. (TSE:7267)"
5680,IQ278679,,"The Home Depot, Inc. (NYSE:HD)"
114524,IQ27862,,eBay Inc. (NasdaqGS:EBAY)
5786,IQ278614,,Huntington Bancshares Incorporated (NasdaqGS:HBAN)
164494,IQ27860587,,"Spirit AeroSystems Holdings, Inc. (NYSE:SPR)"
5783,IQ278576,,"J.B. Hunt Transport Services, Inc. (NasdaqGS:JBHT)"
150258,IQ278553,,"Hornbeck Offshore Services, Inc."
5608,IQ278513,,Hexcel Corporation (NYSE:HXL)
5690,IQ278446,,HNI Corporation (NYSE:HNI)
180029,IQ27844,,"DigitalGlobe, Inc."
22459,IQ278421761,,Urban Edge Properties (NYSE:UE)
5581,IQ278341,,"Helmerich & Payne, Inc. (NYSE:HP)"
176637,IQ27827819,,"CYS Investments, Inc."
5671,IQ278271,,"Pinnacle Entertainment, Inc."
5568,IQ278212,,The Kraft Heinz Company (NasdaqGS:KHC)
175442,IQ27816540,,New Oriental Education & Technology Group Inc. (NYSE:EDU)
5567,IQ278143,,HEICO Corporation (NYSE:HEI)
5560,IQ278111,,Hecla Mining Company (NYSE:HL)
63501,IQ27807,,"E*TRADE Financial, LLC"
13125,IQ277966,,"Healthpeak Properties, Inc. (NYSE:PEAK)"
5543,IQ277914,,Welltower Inc. (NYSE:WELL)
5526,IQ277854,,"Hawaiian Electric Industries, Inc. (NYSE:HE)"
27155,IQ277799796,,"Intellia Therapeutics, Inc. (NasdaqGM:NTLA)"
112754,IQ27779,,Dyax Corp.
5518,IQ277746,,"Hasbro, Inc. (NasdaqGS:HAS)"
13714,IQ27763231,,Paramount Global (NasdaqGS:PARA)
11811,IQ277617,,"Jack Henry & Associates, Inc. (NasdaqGS:JKHY)"
5496,IQ277575,,Harsco Corporation (NYSE:HSC)
4094,IQ27755,,"Dun & Bradstreet Holdings, Inc. (NYSE:DNB)"
13003,IQ277517,,Komatsu Mining Corp.
5572,IQ277500,,Helen of Troy Limited (NasdaqGS:HELE)
3707,IQ27745,,"DST Systems, Inc."
12389,IQ277444,,"Harley-Davidson, Inc. (NYSE:HOG)"
12840,IQ277383,,"Heartland Express, Inc. (NasdaqGS:HTLD)"
5539,IQ277289,,"Healthcare Services Group, Inc. (NasdaqGS:HCSG)"
5523,IQ277096,,"Haverty Furniture Companies, Inc. (NYSE:HVT)"
31587,IQ27685,,"Dollar Tree, Inc. (NasdaqGS:DLTR)"
2312,IQ276703,,Robert Half International Inc. (NYSE:RHI)
2269,IQ276601,,"H&R Block, Inc. (NYSE:HRB)"
147708,IQ2765632,,"Calavo Growers, Inc. (NasdaqGS:CVGW)"
31109,IQ276417619,,Antero Midstream Corporation (NYSE:AM)
138123,IQ27639,,Discovery Partners International Inc.
163924,IQ276303298,,"James River Group Holdings, Ltd. (NasdaqGS:JRVR)"
21847,IQ27629813,,"HubSpot, Inc. (NYSE:HUBS)"
22159,IQ276216220,,RM Partners LP
166458,IQ276176550,,"Atlas Energy Group, LLC"
18597,IQ276108,,Grand Metropolitan PLC
5256,IQ276060,,"W.W. Grainger, Inc. (NYSE:GWW)"
166005,IQ27602218,,"AmTrust Financial Services, Inc."
5250,IQ276006,,W. R. Grace & Co.
5234,IQ275789,,The Goodyear Tire & Rubber Company (NasdaqGS:GT)
145080,IQ27576,,"Star Equity Holdings, Inc. (NasdaqGM:STRR)"
150139,IQ27561,,"DICK'S Sporting Goods, Inc. (NYSE:DKS)"
12140,IQ275573,,"National Retail Properties, Inc. (NYSE:NNN)"
5180,IQ275442,,GSK plc (LSE:GSK)
3905,IQ27536,,Adtalem Global Education Inc. (NYSE:ATGE)
175157,IQ27526391,,"Eagle Rock Energy Partners, L.P."
185836,IQ27508,,"Pacira BioSciences, Inc. (NasdaqGS:PCRX)"
13700,IQ27504,,DENTSPLY SIRONA Inc. (NasdaqGS:XRAY)
5125,IQ275034,,Genuine Parts Company (NYSE:GPC)
339965,IQ275004592,,Snowflake Inc. (NYSE:SNOW)
5116,IQ274926,,Gentex Corporation (NasdaqGS:GNTX)
20653,IQ27490,,Denbury Inc. (NYSE:DEN)
5109,IQ274846,,Genesco Inc. (NYSE:GCO)
175110,IQ27475527,,Aircastle Limited
5071,IQ274715,,"General Mills, Inc. (NYSE:GIS)"
5046,IQ274561,,General Dynamics Corporation (NYSE:GD)
181931,IQ27447874,,Clearwater Paper Corporation (NYSE:CLW)
184996,IQ27444752,,"Tesla, Inc. (NasdaqGS:TSLA)"
5018,IQ274419,,"Aerojet Rocketdyne Holdings, Inc. (NYSE:AJRD)"
4990,IQ274265,,"The Gap, Inc. (NYSE:GPS)"
22124,IQ274120157,,Landmark Infrastructure Partners LP
22039,IQ274031831,,"Syneos Health, Inc. (NasdaqGS:SYNH)"
26156,IQ273983758,,Hewlett Packard Enterprise Company (NYSE:HPE)
4926,IQ273981,,H.B. Fuller Company (NYSE:FUL)
16878,IQ273861,,"Elah Holdings, Inc. (OTCPK:ELLH)"
4881,IQ273729,,"Franklin Electric Co., Inc. (NasdaqGS:FELE)"
14590,IQ273607,,Freeport-McMoRan Inc. (NYSE:FCX)
30547,IQ273546076,,"Solaris Oilfield Infrastructure, Inc. (NYSE:SOI)"
23827,IQ273513334,,"Columbia Pipeline Group, Inc."
4864,IQ273511,,Foster Wheeler AG
4843,IQ273276,,"Forest Laboratories, LLC"
12215,IQ27307,,Cypress Semiconductor Corporation
170841,IQ27306532,,Phillips 66 (NYSE:PSX)
27810,IQ27283,,LivaNova PLC (NasdaqGS:LIVN)
21833,IQ272761870,,Hess Midstream LP (NYSE:HESM)
4737,IQ272721,,First Horizon Corporation (NYSE:FHN)
22449,IQ272485300,,Aurora Cannabis Inc. (TSX:ACB)
4740,IQ272419,,Winthrop Realty Liquidating Trust
14275,IQ272383,,First Republic Bank (NYSE:FRC)
63866,IQ27236,,Cubist Pharmaceuticals LLC
4699,IQ272285,,M&T Bank Corporation (NYSE:MTB)
11896,IQ272255,,"First Midwest Bancorp, Inc."
175006,IQ27222327,,Harvest Oil & Gas Corp. (OTCPK:HRST)
27823,IQ27212,,"Artivion, Inc. (NYSE:AORT)"
23249,IQ272054403,,Lumentum Holdings Inc. (NasdaqGS:LITE)
17195,IQ272004,,First Financial Bancorp. (NasdaqGS:FFBC)
3619,IQ27199,,"Crown Holdings, Inc. (NYSE:CCK)"
