transaction_date,owner,ticker,type,senator,amount
2018-11-16,Joint,LGF-B,Purchase,"David A Perdue , Jr",1001
2018-11-15,Joint,FDC,Purchase,"David A Perdue , Jr",1001
2018-11-15,Joint,FDC,Purchase,"David A Perdue , Jr",1001
2018-11-15,Joint,FDC,Purchase,"David A Perdue , Jr",1001
2018-11-14,Joint,VLP,Sale (Partial),"David A Perdue , Jr",1001
2018-11-14,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-11-14,Joint,LGF-B,Purchase,"David A Perdue , Jr",1001
2018-11-14,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-11-13,Joint,KN,Sale (Partial),"David A Perdue , Jr",1001
2018-11-13,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-11-13,Joint,LGF-B,Purchase,"David A Perdue , Jr",1001
2018-11-13,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-11-13,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-11-12,Joint,LGF-B,Purchase,"David A Perdue , Jr",1001
2018-11-12,Joint,PFE,Sale (Partial),"David A Perdue , Jr",1001
2018-11-12,Joint,KN,Sale (Partial),"David A Perdue , Jr",1001
2018-11-12,Joint,LGF-B,Purchase,"David A Perdue , Jr",1001
2018-11-12,Joint,FDC,Purchase,"David A Perdue , Jr",1001
2018-11-12,Joint,FDC,Purchase,"David A Perdue , Jr",1001
2018-11-09,Joint,LGF-B,Purchase,"David A Perdue , Jr",15001
2018-11-09,Joint,PFE,Sale (Partial),"David A Perdue , Jr",1001
2018-11-08,Joint,PFE,Sale (Partial),"David A Perdue , Jr",1001
2018-11-08,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-11-08,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-11-08,Joint,FEYE,Sale (Partial),"David A Perdue , Jr",1001
2018-11-07,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-11-07,Joint,FEYE,Sale (Partial),"David A Perdue , Jr",1001
2018-11-07,Joint,FEYE,Sale (Partial),"David A Perdue , Jr",1001
2018-11-07,Joint,FEYE,Sale (Partial),"David A Perdue , Jr",1001
2018-11-06,Joint,FDC,Purchase,"David A Perdue , Jr",1001
2018-11-06,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-11-05,Joint,PFE,Sale (Partial),"David A Perdue , Jr",15001
2018-11-05,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2018-11-05,Joint,FDC,Purchase,"David A Perdue , Jr",1001
2018-11-05,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-11-05,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-11-05,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-11-05,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-11-02,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2018-11-02,Joint,PFE,Sale (Partial),"David A Perdue , Jr",1001
2018-11-02,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-10-17,Spouse,SLB,Sale (Partial),"Angus S King, Jr.",1001
2018-11-09,Self,GIS,Purchase,Gary C Peters,1001
2018-10-30,Self,GE,Sale (Full),Gary C Peters,1001
2018-10-30,Self,T,Purchase,Gary C Peters,1001
2018-10-25,Spouse,LRCX,Purchase,Sheldon Whitehouse,1001
2018-10-23,Joint,NVDA,Purchase,Sheldon Whitehouse,1001
2018-10-30,Spouse,MSTY.PA,Purchase,Tina Smith,50001
2018-10-29,Spouse,MSTY.PA,Purchase,Tina Smith,50001
2018-10-31,Spouse,AON,Sale (Partial),Susan M Collins,1001
2018-10-02,Spouse,SBUX,Sale (Full),Susan M Collins,15001
2018-10-31,Spouse,PX,Exchange,Susan M Collins,1001
2018-10-16,Spouse,HON,Sale (Full),Susan M Collins,15001
2018-10-16,Spouse,TJX,Purchase,Susan M Collins,1001
2018-10-02,Spouse,AMZN,Purchase,Susan M Collins,15001
2018-10-31,Spouse,PX,Exchange,Shelley M Capito,1001
2018-10-17,Spouse,JNJ,Purchase,Shelley M Capito,1001
2018-10-16,Spouse,JPM,Purchase,Shelley M Capito,1001
2018-11-05,Self,AIG,Purchase,James M Inhofe,50001
2018-10-31,Self,GE,Sale (Full),James M Inhofe,15001
2018-10-25,Self,XPO,Purchase,James M Inhofe,50001
2018-10-25,Self,ISRG,Purchase,James M Inhofe,15001
2018-10-25,Self,NTLA,Sale (Full),James M Inhofe,15001
2018-10-17,Self,ALB,Purchase,James M Inhofe,15001
2018-10-11,Self,CRM,Sale (Full),James M Inhofe,50001
2018-10-19,Joint,ETP,Exchange,"David A Perdue , Jr",50001
2018-11-01,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2018-11-01,Joint,CBS,Sale (Partial),"David A Perdue , Jr",1001
2018-11-01,Joint,HBI,Purchase,"David A Perdue , Jr",1001
2018-11-01,Joint,AAPL,Sale (Partial),"David A Perdue , Jr",1001
2018-11-01,Joint,PFE,Sale (Partial),"David A Perdue , Jr",1001
2018-11-01,Joint,AAPL,Sale (Partial),"David A Perdue , Jr",1001
2018-10-31,Joint,PFE,Sale (Partial),"David A Perdue , Jr",15001
2018-10-31,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2018-10-31,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2018-10-30,Joint,FDC,Purchase,"David A Perdue , Jr",1001
2018-10-30,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-10-30,Joint,PFE,Sale (Partial),"David A Perdue , Jr",1001
2018-10-30,Joint,GPK,Purchase,"David A Perdue , Jr",15001
2018-10-30,Joint,FDC,Purchase,"David A Perdue , Jr",1001
2018-10-30,Joint,PFE,Sale (Partial),"David A Perdue , Jr",1001
2018-10-29,Joint,PFE,Sale (Partial),"David A Perdue , Jr",15001
2018-10-29,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-10-29,Joint,MRK,Sale (Partial),"David A Perdue , Jr",1001
2018-10-29,Joint,FDC,Purchase,"David A Perdue , Jr",1001
2018-10-29,Joint,FDC,Purchase,"David A Perdue , Jr",1001
2018-10-26,Joint,MU,Purchase,"David A Perdue , Jr",1001
2018-10-26,Joint,ENTG,Purchase,"David A Perdue , Jr",1001
2018-10-26,Joint,DVN,Purchase,"David A Perdue , Jr",1001
2018-10-25,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-10-25,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-10-24,Joint,PG,Purchase,"David A Perdue , Jr",1001
2018-10-24,Joint,JNJ,Purchase,"David A Perdue , Jr",1001
2018-10-24,Joint,CAT,Purchase,"David A Perdue , Jr",1001
2018-10-24,Joint,IP,Sale (Partial),"David A Perdue , Jr",15001
2018-10-24,Joint,WMB,Sale (Partial),"David A Perdue , Jr",15001
2018-10-24,Joint,RF,Purchase,"David A Perdue , Jr",1001
2018-10-23,Joint,VLP,Sale (Partial),"David A Perdue , Jr",1001
2018-10-23,Joint,BAC,Purchase,"David A Perdue , Jr",15001
2018-10-23,Joint,HBI,Purchase,"David A Perdue , Jr",1001
2018-10-23,Joint,RF,Purchase,"David A Perdue , Jr",1001
2018-10-23,Joint,BAC,Purchase,"David A Perdue , Jr",15001
2018-10-22,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-10-19,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-10-18,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-10-17,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-10-15,Joint,BAC,Purchase,"David A Perdue , Jr",1001
2018-10-12,Joint,PFE,Sale (Partial),"David A Perdue , Jr",1001
2018-10-10,Joint,GM,Purchase,"David A Perdue , Jr",15001
2018-10-10,Joint,DVN,Purchase,"David A Perdue , Jr",1001
2018-10-10,Joint,ENTG,Purchase,"David A Perdue , Jr",1001
2018-10-10,Joint,AXTA,Purchase,"David A Perdue , Jr",1001
2018-10-10,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-10-09,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-10-09,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-10-08,Joint,CZR,Purchase,"David A Perdue , Jr",1001
2018-10-05,Joint,GLW,Sale (Partial),"David A Perdue , Jr",1001
2018-10-04,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-10-03,Joint,MRK,Sale (Partial),"David A Perdue , Jr",15001
2018-10-02,Joint,PFE,Sale (Partial),"David A Perdue , Jr",1001
2018-10-25,Joint,RPM,Sale (Partial),Daniel S Sullivan,50001
2016-10-31,Spouse,TROW,Purchase,William Cassidy,1001
2018-08-07,Joint,WBA,Sale (Full),Ladda Tammy Duckworth,1001
2018-08-07,Joint,MDLZ,Sale (Full),Ladda Tammy Duckworth,1001
2018-08-07,Joint,GE,Sale (Full),Ladda Tammy Duckworth,1001
2018-10-12,Spouse,WMT,Purchase,Pat Roberts,1001
2018-10-12,Spouse,FB,Purchase,Pat Roberts,1001
2018-09-07,Joint,F,Purchase,Sheldon Whitehouse,1001
2018-09-28,Self,ON,Sale (Full),Sheldon Whitehouse,1001
2018-09-25,Self,GILD,Purchase,Shelley M Capito,1001
2018-09-27,Spouse,QCOM,Sale (Partial),Shelley M Capito,1001
2018-09-27,Spouse,WAB,Purchase,Shelley M Capito,1001
2018-10-10,Self,GE,Purchase,James M Inhofe,50001
2018-10-09,Self,GOOGL,Sale (Partial),James M Inhofe,15001
2018-10-08,Self,LEA,Sale (Full),James M Inhofe,15001
2018-10-08,Self,APTV,Purchase,James M Inhofe,15001
2018-09-28,Self,XPO,Sale (Full),James M Inhofe,50001
2018-09-25,Joint,RPM,Sale (Partial),Daniel S Sullivan,1001
2018-09-25,Joint,TBT,Sale (Full),Patrick J Toomey,1001
2018-09-14,Joint,TBT,Sale (Partial),Patrick J Toomey,1001
2018-09-06,Joint,GE,Sale (Full),Patrick J Toomey,1001
2018-09-19,Self,FDX,Purchase,John Hoeven,50001
2018-10-01,Joint,GPK,Sale (Partial),"David A Perdue , Jr",15001
2018-09-24,Joint,MMP,Purchase,"David A Perdue , Jr",1001
2018-09-24,Joint,MMP,Purchase,"David A Perdue , Jr",1001
2018-09-20,Joint,SHLX,Purchase,"David A Perdue , Jr",1001
2018-09-20,Joint,SHLX,Purchase,"David A Perdue , Jr",1001
2018-09-20,Joint,SHLX,Purchase,"David A Perdue , Jr",1001
2018-09-18,Joint,TRP,Sale (Partial),"David A Perdue , Jr",1001
2018-09-18,Joint,EPD,Purchase,"David A Perdue , Jr",1001
2018-09-17,Joint,WMB,Sale (Partial),"David A Perdue , Jr",1001
2018-09-17,Joint,WMB,Sale (Partial),"David A Perdue , Jr",15001
2018-09-14,Joint,WES,Sale (Partial),"David A Perdue , Jr",1001
2018-09-14,Joint,ANDX,Purchase,"David A Perdue , Jr",1001
2018-09-14,Joint,WES,Sale (Partial),"David A Perdue , Jr",1001
2018-09-13,Joint,AXTA,Purchase,"David A Perdue , Jr",1001
2018-09-13,Joint,FDC,Sale (Partial),"David A Perdue , Jr",1001
2018-09-13,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",15001
2018-09-11,Joint,MU,Purchase,"David A Perdue , Jr",1001
2018-09-10,Joint,EQM,Purchase,"David A Perdue , Jr",1001
2018-09-10,Joint,EQM,Purchase,"David A Perdue , Jr",1001
2018-09-10,Joint,OKE,Sale (Partial),"David A Perdue , Jr",1001
2018-09-10,Joint,OKE,Sale (Partial),"David A Perdue , Jr",1001
2018-09-05,Joint,AAPL,Sale (Partial),"David A Perdue , Jr",15001
2018-09-05,Joint,AXTA,Purchase,"David A Perdue , Jr",1001
2018-08-28,Spouse,KSS,Purchase,Pat Roberts,1001
2018-09-04,Spouse,NOC,Purchase,Pat Roberts,1001
2018-08-28,Spouse,NOC,Purchase,Pat Roberts,1001
2018-08-28,Spouse,AAPL,Purchase,Pat Roberts,15001
2018-08-28,Spouse,NVDA,Purchase,Pat Roberts,15001
2018-08-28,Spouse,NOC,Purchase,Pat Roberts,1001
2018-08-24,Spouse,NFLX,Purchase,Pat Roberts,15001
2018-08-24,Spouse,AAPL,Purchase,Pat Roberts,15001
2018-08-29,Spouse,AMZN,Purchase,Pat Roberts,15001
2018-08-30,Spouse,PODD,Sale (Partial),Tina Smith,15001
2018-08-30,Spouse,CUTR,Sale (Full),Tina Smith,100001
2018-08-30,Spouse,CUTR,Sale (Full),Tina Smith,1001
2018-08-30,Joint,PODD,Sale (Full),Tina Smith,250001
2018-08-28,Spouse,NKE,Sale (Partial),"Angus S King, Jr.",1001
2018-08-28,Spouse,CB,Sale (Full),"Angus S King, Jr.",1001
2018-09-06,Spouse,WFC,Purchase,"A. Mitchell Mcconnell, Jr.",1001
2018-08-22,Self,CAPL,Sale (Partial),Patrick J Toomey,1001
2018-08-09,Self,CAPL,Sale (Partial),Patrick J Toomey,1001
2018-08-02,Self,PG,Sale (Partial),Patrick J Toomey,15001
2018-08-28,Spouse,GS,Purchase,Sheldon Whitehouse,1001
2018-08-28,Spouse,T,Purchase,Sheldon Whitehouse,1001
2018-08-28,Spouse,BABA,Purchase,Sheldon Whitehouse,1001
2018-08-28,Spouse,LRCX,Purchase,Sheldon Whitehouse,1001
2018-08-28,Spouse,WMT,Purchase,Sheldon Whitehouse,1001
2018-08-28,Joint,WMT,Purchase,Sheldon Whitehouse,15001
2018-08-06,Self,T,Purchase,Sheldon Whitehouse,1001
2018-08-06,Self,BRK-B,Purchase,Sheldon Whitehouse,1001
2018-08-27,Joint,GM,Purchase,"David A Perdue , Jr",1001
2018-08-24,Joint,WPX,Sale (Partial),"David A Perdue , Jr",1001
2018-08-24,Joint,HBI,Purchase,"David A Perdue , Jr",1001
2018-08-20,Joint,WMB,Sale (Partial),"David A Perdue , Jr",1001
2018-08-20,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-08-17,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-08-16,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2018-08-16,Joint,BAC,Sale (Partial),"David A Perdue , Jr",1001
2018-08-16,Joint,WPX,Sale (Partial),"David A Perdue , Jr",1001
2018-08-15,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-08-15,Joint,AXTA,Purchase,"David A Perdue , Jr",1001
2018-08-14,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-08-13,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-08-10,Joint,CZR,Purchase,"David A Perdue , Jr",1001
2018-08-10,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-08-10,Joint,WPZ,Exchange,"David A Perdue , Jr",50001
2018-08-08,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-08-08,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2018-08-08,Joint,CZR,Purchase,"David A Perdue , Jr",1001
2018-08-08,Joint,PFE,Sale (Partial),"David A Perdue , Jr",1001
2018-08-08,Joint,WPX,Sale (Partial),"David A Perdue , Jr",1001
2018-08-07,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-08-07,Joint,FDC,Sale (Partial),"David A Perdue , Jr",1001
2018-08-06,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-08-03,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-08-03,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-08-03,Joint,GLW,Sale (Partial),"David A Perdue , Jr",1001
2018-08-03,Joint,GLW,Sale (Partial),"David A Perdue , Jr",1001
2018-08-03,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-08-02,Joint,FDC,Sale (Partial),"David A Perdue , Jr",1001
2018-08-01,Joint,FDC,Sale (Partial),"David A Perdue , Jr",1001
2018-08-01,Joint,MOS,Sale (Partial),"David A Perdue , Jr",1001
2018-08-01,Joint,CZR,Purchase,"David A Perdue , Jr",1001
2018-08-21,Spouse,FB,Purchase,Pat Roberts,15001
2018-08-20,Joint,XOM,Purchase,Pat Roberts,1001
2018-08-20,Joint,DVN,Sale (Full),Pat Roberts,15001
2018-08-20,Spouse,NFLX,Purchase,Pat Roberts,15001
2018-08-20,Spouse,NOC,Purchase,Pat Roberts,15001
2018-07-30,Spouse,NVDA,Sale (Full),Pat Roberts,50001
2018-07-30,Spouse,AAPL,Sale (Full),Pat Roberts,50001
2018-07-30,Spouse,AMZN,Sale (Full),Pat Roberts,15001
2018-07-30,Spouse,JPM,Sale (Full),Pat Roberts,1001
2018-07-30,Spouse,BA,Sale (Full),Pat Roberts,50001
2018-08-03,Self,CAT,Purchase,John Hoeven,50001
2018-07-26,Spouse,IIN,Sale (Partial),Tina Smith,100001
2018-08-16,Self,INTU,Purchase,James M Inhofe,50001
2018-08-16,Self,BKNG,Sale (Full),James M Inhofe,50001
2018-07-26,Self,DHR,Purchase,James M Inhofe,50001
2018-08-14,Self,BAM,Sale (Partial),James M Inhofe,15001
2018-07-26,Self,BFAM,Sale (Partial),James M Inhofe,15001
2018-07-25,Spouse,ENB,Sale (Partial),Shelley M Capito,1001
2017-09-01,Joint,DWDP,Exchange,Ladda Tammy Duckworth,1001
2017-09-20,Spouse,GILD,Sale (Full),Sheldon Whitehouse,1001
2018-07-09,Joint,MCHP,Sale (Partial),Sheldon Whitehouse,15001
2018-07-09,Self,MCHP,Sale (Partial),Sheldon Whitehouse,15001
2018-07-26,Self,WTW,Purchase,John Hoeven,100001
2018-07-27,Self,REVB,Sale (Partial),Patrick J Toomey,15001
2018-07-03,Self,GLD,Sale (Partial),Patrick J Toomey,15001
2018-07-31,Joint,BOIVF,Purchase,"David A Perdue , Jr",1001
2018-07-30,Joint,WPX,Sale (Partial),"David A Perdue , Jr",1001
2018-07-30,Joint,CBS,Purchase,"David A Perdue , Jr",15001
2018-07-27,Joint,AXTA,Purchase,"David A Perdue , Jr",1001
2018-07-25,Joint,FDC,Sale (Partial),"David A Perdue , Jr",1001
2018-07-25,Joint,GM,Purchase,"David A Perdue , Jr",1001
2018-07-25,Joint,GM,Purchase,"David A Perdue , Jr",1001
2018-07-25,Joint,KN,Sale (Partial),"David A Perdue , Jr",1001
2018-07-25,Joint,KN,Sale (Partial),"David A Perdue , Jr",1001
2018-07-20,Joint,FDC,Sale (Partial),"David A Perdue , Jr",1001
2018-07-19,Joint,SBUX,Sale (Full),"David A Perdue , Jr",15001
2018-07-17,Joint,GPK,Sale (Partial),"David A Perdue , Jr",1001
2018-07-17,Joint,LYV,Sale (Partial),"David A Perdue , Jr",1001
2018-07-16,Joint,FDC,Sale (Partial),"David A Perdue , Jr",1001
2018-07-20,Joint,GM,Purchase,"David A Perdue , Jr",1001
2018-07-19,Joint,NFLX,Purchase,"David A Perdue , Jr",15001
2018-07-17,Joint,BOIVF,Purchase,"David A Perdue , Jr",1001
2018-07-16,Joint,GM,Purchase,"David A Perdue , Jr",1001
2017-07-18,Joint,CDLX,Purchase,"David A Perdue , Jr",1000001
2018-07-10,Joint,AVP,Purchase,"David A Perdue , Jr",1001
2018-07-13,Joint,LYV,Sale (Partial),"David A Perdue , Jr",1001
2018-07-13,Joint,LYV,Sale (Partial),"David A Perdue , Jr",1001
2018-07-13,Joint,RF,Purchase,"David A Perdue , Jr",1001
2018-07-12,Joint,FDC,Sale (Partial),"David A Perdue , Jr",1001
2018-07-12,Joint,FDC,Sale (Partial),"David A Perdue , Jr",1001
2018-07-11,Joint,FDC,Sale (Partial),"David A Perdue , Jr",1001
2018-07-10,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-07-11,Joint,GM,Purchase,"David A Perdue , Jr",1001
2018-07-11,Joint,GM,Purchase,"David A Perdue , Jr",1001
2018-07-10,Joint,GM,Purchase,"David A Perdue , Jr",1001
2018-07-06,Joint,GM,Purchase,"David A Perdue , Jr",1001
2018-07-27,Self,UNFI,Sale (Full),John F Reed,1001
2018-07-05,Spouse,FB,Purchase,Pat Roberts,15001
2018-07-05,Spouse,NOC,Purchase,Pat Roberts,15001
2018-07-24,Self,BAC,Sale (Full),Pat Roberts,1001
2018-07-18,Spouse,TGT,Sale (Full),Pat Roberts,1001
2018-07-18,Spouse,BAC,Sale (Partial),Pat Roberts,1001
2018-07-05,Spouse,TGT,Purchase,Pat Roberts,1001
2018-07-05,Spouse,BAC,Purchase,Pat Roberts,1001
2018-07-12,Self,CELG,Purchase,James M Inhofe,15001
2018-05-22,Joint,RPM,Sale (Partial),Daniel S Sullivan,1001
2018-03-28,Joint,RPM,Sale (Partial),Daniel S Sullivan,1001
2017-11-13,Self,RSPP,Sale (Full),James M Inhofe,50001
2018-07-05,Joint,DHR,Sale (Partial),John F Reed,1001
2018-06-25,Self,REVB,Sale (Partial),Patrick J Toomey,1001
2018-06-06,Self,REVB,Sale (Partial),Patrick J Toomey,15001
2018-06-07,Spouse,BA,Sale (Full),Shelley M Capito,1001
2018-06-06,Spouse,WMT,Purchase,Sheldon Whitehouse,1001
2018-06-06,Spouse,PYPL,Purchase,Sheldon Whitehouse,1001
2018-06-06,Spouse,LRCX,Purchase,Sheldon Whitehouse,1001
2018-06-06,Spouse,GS,Purchase,Sheldon Whitehouse,1001
2018-06-06,Spouse,DAL,Purchase,Sheldon Whitehouse,1001
2018-06-06,Spouse,C,Purchase,Sheldon Whitehouse,1001
2018-06-06,Spouse,BA,Purchase,Sheldon Whitehouse,1001
2018-06-06,Spouse,BABA,Purchase,Sheldon Whitehouse,1001
2018-06-13,Joint,KHC,Purchase,Sheldon Whitehouse,1001
2018-06-13,Joint,BTO,Purchase,Sheldon Whitehouse,1001
2018-06-13,Joint,T,Purchase,Sheldon Whitehouse,1001
2018-06-13,Self,ON,Purchase,Sheldon Whitehouse,1001
2018-06-28,Self,ST,Sale (Full),James M Inhofe,50001
2018-06-28,Self,LEA,Purchase,James M Inhofe,15001
2018-06-28,Self,APTV,Purchase,James M Inhofe,15001
2018-06-04,Spouse,NSRGY,Sale (Full),Susan M Collins,1001
2018-06-04,Spouse,UNH,Purchase,Susan M Collins,1001
2018-06-04,Spouse,SLB,Sale (Full),Susan M Collins,1001
2018-06-04,Spouse,PFE,Sale (Full),Susan M Collins,1001
2018-06-18,Spouse,PEP,Sale (Partial),Susan M Collins,1001
2018-06-18,Spouse,NSRGY,Sale (Full),Susan M Collins,1001
2018-06-04,Spouse,CMCSA,Sale (Full),Susan M Collins,1001
2018-06-04,Spouse,UNH,Purchase,Susan M Collins,1001
2018-06-04,Spouse,TMO,Purchase,Susan M Collins,1001
2018-06-04,Spouse,MRK,Purchase,Susan M Collins,1001
2018-06-18,Spouse,STZ,Purchase,Susan M Collins,15001
2018-06-27,Self,T,Purchase,John Hoeven,50001
2018-07-05,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-07-05,Joint,GM,Purchase,"David A Perdue , Jr",1001
2018-07-05,Joint,GM,Purchase,"David A Perdue , Jr",15001
2018-07-02,Joint,MYL,Sale (Partial),"David A Perdue , Jr",15001
2018-06-26,Joint,SU,Purchase,"David A Perdue , Jr",15001
2018-06-15,Joint,TWX,Exchange,"David A Perdue , Jr",1001
2018-06-14,Joint,FOXA,Sale (Partial),"David A Perdue , Jr",1001
2018-07-02,Joint,MYL,Sale (Partial),"David A Perdue , Jr",15001
2018-06-13,Joint,FOXA,Sale (Partial),"David A Perdue , Jr",1001
2018-06-13,Joint,FDC,Sale (Partial),"David A Perdue , Jr",15001
2018-06-26,Joint,CRMT,Sale (Full),"David A Perdue , Jr",1001
2018-06-28,Joint,BOIVF,Purchase,"David A Perdue , Jr",1001
2018-06-28,Joint,CZR,Purchase,"David A Perdue , Jr",1001
2018-06-27,Joint,BOIVF,Purchase,"David A Perdue , Jr",1001
2018-06-27,Joint,CZR,Purchase,"David A Perdue , Jr",1001
2018-06-27,Joint,SPY,Purchase,"David A Perdue , Jr",15001
2018-06-26,Joint,BOIVF,Purchase,"David A Perdue , Jr",1001
2018-06-25,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2018-06-25,Joint,RF,Purchase,"David A Perdue , Jr",1001
2018-06-25,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2018-06-22,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2018-06-22,Joint,RF,Purchase,"David A Perdue , Jr",1001
2018-06-21,Joint,FOX,Sale (Partial),"David A Perdue , Jr",1001
2018-06-21,Joint,FOXA,Sale (Partial),"David A Perdue , Jr",15001
2018-06-21,Joint,KMI,Sale (Partial),"David A Perdue , Jr",1001
2018-06-21,Joint,OKE,Sale (Partial),"David A Perdue , Jr",1001
2018-06-21,Joint,BRK-B,Purchase,"David A Perdue , Jr",15001
2018-06-21,Joint,UHAL,Purchase,"David A Perdue , Jr",1001
2018-06-21,Joint,LNG,Purchase,"David A Perdue , Jr",1001
2018-06-21,Joint,LNG,Purchase,"David A Perdue , Jr",1001
2018-06-21,Joint,RF,Purchase,"David A Perdue , Jr",1001
2018-06-21,Joint,RF,Purchase,"David A Perdue , Jr",1001
2018-06-20,Joint,CZR,Purchase,"David A Perdue , Jr",1001
2018-06-20,Joint,FOXA,Sale (Partial),"David A Perdue , Jr",1001
2018-06-19,Joint,T,Sale (Full),"David A Perdue , Jr",1001
2018-06-19,Joint,FOXA,Sale (Partial),"David A Perdue , Jr",1001
2018-06-14,Joint,CRMT,Sale (Partial),"David A Perdue , Jr",1001
2018-06-14,Joint,FOXA,Sale (Partial),"David A Perdue , Jr",1001
2018-06-13,Joint,SBUX,Sale (Partial),"David A Perdue , Jr",15001
2017-07-03,Joint,OKE,Exchange,"David A Perdue , Jr",15001
2018-06-11,Joint,FOXA,Sale (Partial),"David A Perdue , Jr",1001
2018-06-11,Joint,CRMT,Sale (Partial),"David A Perdue , Jr",1001
2018-06-08,Joint,FDC,Sale (Partial),"David A Perdue , Jr",1001
2018-06-06,Joint,USG,Sale (Full),"David A Perdue , Jr",1001
2018-06-04,Joint,USG,Sale (Partial),"David A Perdue , Jr",1001
2018-06-01,Joint,CRMT,Sale (Partial),"David A Perdue , Jr",1001
2018-06-04,Joint,DISCA,Purchase,"David A Perdue , Jr",1001
2018-06-04,Joint,DISCA,Purchase,"David A Perdue , Jr",1001
2018-05-21,Self,SHW,Sale (Partial),Gary C Peters,1001
2018-06-25,Spouse,AMZN,Purchase,Pat Roberts,15001
2018-06-25,Spouse,NFLX,Purchase,Pat Roberts,50001
2018-06-22,Spouse,CVX,Purchase,Pat Roberts,1001
2018-06-22,Spouse,NFLX,Sale (Full),Pat Roberts,50001
2018-06-22,Spouse,AMZN,Sale (Full),Pat Roberts,15001
2018-06-19,Self,CRSP,Sale (Partial),James M Inhofe,15001
2018-06-04,Self,BMY,Sale (Full),James M Inhofe,50001
2018-05-29,Self,CLR,Sale (Partial),James M Inhofe,15001
2018-06-07,Self,MET,Purchase,John Hoeven,50001
2018-06-07,Self,CVS,Purchase,John Hoeven,50001
2018-06-01,Self,AMZN,Purchase,John Hoeven,50001
2018-06-01,Spouse,WFC,Purchase,"A. Mitchell Mcconnell, Jr.",1001
2018-05-08,Spouse,JPM,Purchase,Susan M Collins,15001
2018-05-08,Spouse,USB,Sale (Full),Susan M Collins,1001
2018-05-04,Spouse,HOLX,Sale (Full),Susan M Collins,15001
2018-06-01,Spouse,TCMD,Sale (Partial),Tina Smith,100001
2018-06-01,Spouse,TCMD,Sale (Full),Tina Smith,100001
2018-06-01,Spouse,PODD,Sale (Partial),Tina Smith,100001
2018-05-17,Spouse,RCL,Sale (Full),Shelley M Capito,1001
2018-05-18,Spouse,BNPQY,Sale (Full),Shelley M Capito,1001
