GVKEY,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,cusip
035133,LC,18734,56773,20190620,20210730,83088V102
035168,LC,18592,56723,20190603,E,22052L104
035182,LC,18726,56769,20190612,E,22788C105
035211,LC,18723,56766,20190514,E,G21810109
035222,LC,18768,56785,20190613,E,M4R82T106
035254,LC,18783,56798,20190620,E,71535D106
035377,LC,18808,56809,20190718,E,71944F106
035544,LC,18896,56861,20190808,E,M5425M103
035602,LC,18907,56872,20190912,E,83192H106
035612,LC,19291,57040,20200303,E,36168Q104
035614,LC,18915,56879,20191002,E,156727109
035620,LC,18911,56876,20190919,E,23804L103
035708,LC,18968,56897,20191025,E,74340E103
035747,LC,19016,56916,20191031,E,69242L106
035808,LC,16964,56082,20191028,E,92766K106
035874,LC,19178,56994,20200131,E,76171L106
035882,LC,19284,57035,20200331,E,11275Q107
036109,LC,19150,56984,20200129,E,
036114,LC,19331,57011,20200403,20201008,17144C104
036175,LC,17987,56432,20200210,E,92537N108
036190,LC,19286,57037,20200403,E,68902V107
036191,LC,19285,57036,20200403,E,14448C104
036203,LC,19807,57315,20201009,E,928881101
036404,LC,18835,56738,20200424,E,26142V105
036494,LC,19404,57092,20200605,E,82452J109
036565,LC,17907,56382,20200604,E,654110105
036641,LC,19576,57193,20200805,E,750102105
036691,LC,78840,11901,20200701,E,44891N208
037168,LC,15282,55222,20201006,E,16961L106
037188,LC,19331,57011,20201009,E,62548M100
039309,LC,81527,30875,20210803,E,85256A109
040116,LC,12350,53535,20211105,E,
040460,LC,89029,41702,20211220,E,
060800,LC,81740,13758,19950607,E,829226109
060894,LC,81857,13833,19950719,20160401,13342B105
060900,LU,81696,13790,19950621,E,25470M109
060902,LU,81666,30898,19950621,E,419879101
060979,LU,81677,30913,19950616,E,929740108
060992,LC,81776,30922,19950713,20171229,86732Y109
061034,LU,81784,30928,19950720,E,Y8564W103
061077,LU,81869,13876,19950727,E,36227K106
061129,LU,82213,13912,19950804,E,758075402
061153,LC,17672,30940,20180419,E,384313508
061155,LC,91262,13927,20060531,E,049164205
061181,LU,82179,13943,19950816,E,457985208
061188,LU,81917,30932,19950817,E,81761L102
061214,LC,81472,13621,19950315,E,N07059210
061302,LU,82276,13971,19950914,E,G0450A105
061325,LC,82272,13979,19950920,E,58502B106
061337,LC,82261,13988,19950922,19990323,370737108
061356,LC,82261,13988,20110214,E,67000B104
061356,LC,82261,13988,19990324,20091104,67000B104
061380,LU,82486,14013,19951002,E,29530P102
061388,LU,82303,30970,19951003,E,G3223R108
061399,LC,82508,14031,19951006,E,62855J104
061406,LU,83728,31700,19950727,E,G7496G103
061408,LU,82292,30958,19951011,E,410867105
061409,LU,82298,30963,19951011,20210430,25271C201
061420,LU,82515,14046,19951013,E,73278L105
061448,LU,82513,14073,19951024,20150529,716933106
061483,LU,82307,30975,19951031,E,23918K108
061490,LC,82567,14092,19951102,E,68375N103
061494,LU,82581,14098,19951103,E,806407102
061513,LU,82618,14105,19951108,20160511,80004C101
061557,LU,82546,14129,19951116,20150731,007974108
061567,LC,82642,31196,19951117,E,518439104
061574,LU,82651,31208,19951117,E,941848103
061576,LC,86042,33932,19980513,20170505,42210P102
061581,LU,82634,31190,19951121,E,100557107
061586,LC,82639,31194,20091230,E,45254P508
061586,LC,82639,31194,19951121,20081120,45254P508
061591,LU,82598,14152,19951121,E,64110D104
061596,LU,82635,31191,19951122,E,118255108
061600,LU,82607,14165,19951122,20170930,699462107
061616,LU,82637,31192,19951130,E,26874R108
061646,LC,82762,14179,19951201,E,957541303
061655,LU,82779,31389,19951213,E,670002401
061676,LU,82686,14201,19951208,E,177376100
061685,LU,82759,14205,19951211,E,67020Y100
061711,LC,82670,14232,20130530,E,88322Q108
061711,LC,82670,14232,19951214,20080325,88322Q108
061732,LU,82777,31388,19951215,E,553530106
061739,LC,82775,31386,19951220,E,416515104
061745,LC,82702,14243,20090316,20180506,45256B101
061745,LC,82702,14243,19951219,20050807,45256B101
061759,LU,82656,13987,19950921,E,N22717107
061763,LU,82699,14262,19951221,20160930,28660G106
061811,LU,82800,31574,19960112,E,84265V105
061839,LU,81521,30868,19950412,20190830,030975106
061870,LU,82833,14305,19960124,E,683715106
061902,LU,82830,14312,19960125,E,653656108
062072,LC,87832,37130,20000404,E,020772109
062263,LU,83111,14394,19960228,20210730,015351109
062337,LC,89630,43796,20021202,E,450913108
062374,LU,83143,14330,19960201,E,46284V101
062378,LU,83272,14427,19960313,E,443320106
062396,LC,88988,14442,20040601,E,448947507
062396,LC,88988,14442,20010601,20040531,448947507
062399,LU,83283,14438,19960315,20121231,46612K108
062501,LU,82860,31583,19960229,E,864482104
062602,LU,83413,14506,19960404,20150227,803062108
062618,LU,81610,13733,19950630,E,G23773107
062634,LC,83435,14521,19960412,20170616,021346101
062689,LC,59459,4293,20040402,E,89417E109
062723,LU,83382,14568,19960430,E,898697206
062730,LC,83405,14567,19960430,20160926,73172K104
062823,LU,83509,14602,19960509,E,302941109
062826,LU,83541,14603,19960509,20131031,683399109
062895,LU,83547,14633,19960517,20210930,74050M105
062897,LU,83462,31647,19960531,E,899896104
062921,LU,83534,14659,19960523,E,64125C109
062965,LC,93312,53374,20100331,E,78467J100
062967,LU,83558,14679,19960531,E,86768K106
062977,LC,88811,40999,20001120,20150331,795435106
062984,LC,83699,14691,19960605,20130107,888339207
063000,LC,89455,14705,20041101,E,781846209
063000,LC,89455,14705,20030228,20041031,781846209
063058,LC,89202,33945,20011106,E,78408D105
063080,LU,83621,14744,19960620,E,03662Q105
063083,LC,83633,14737,19960620,20201002,29266S304
063123,LU,83661,14754,19960625,20191231,371559105
063125,LU,84400,31664,19960628,20000731,42699X931
063125,LU,84400,31664,19960625,19960627,42699X931
063135,LC,83815,14762,19960626,20210129,25432X102
063172,LU,83597,31661,19960628,E,303075105
063185,LU,83639,14776,19960628,E,M22465104
063186,LC,83686,14775,19960628,E,N72482123
063232,LU,83774,14795,19960703,E,675234108
063288,LU,83720,31689,19960719,20210528,30239F106
063290,LU,83779,14828,19960719,E,705573103
063422,LU,83879,14873,19960802,E,512816109
063447,LU,83822,31710,19960808,E,401617105
063501,LC,83862,14915,19960816,20201030,269246401
063527,LU,83906,14927,19960823,E,858912108
063543,LU,83831,31718,19960830,20200430,84502A104
063562,LC,88240,37505,20000510,E,007975501
063605,LC,92530,31726,20080207,20180329,13199K935
063639,LC,84007,14969,19960925,E,675746606
063643,LU,83976,22200,19960926,E,002896207
063645,LC,88436,37931,20000718,E,G30401106
063650,LU,83950,14977,19960926,E,84763A108
063651,LC,83961,14973,19960926,20161108,775043102
063763,LU,84084,15037,19961011,E,428567101
063781,LC,84636,15385,19970313,E,97650W108
063847,LU,84042,31780,19961023,E,70959W103
063866,LC,84060,15079,19961025,20150121,229678107
063892,LC,84032,31769,19961029,E,62955J103
063927,LU,84275,15108,19961101,E,911163103
063938,LU,84255,15114,19961105,E,811699107
064028,LU,84172,31802,19961122,E,67018T105
064030,LU,84262,15171,19961122,E,858119100
064063,LU,84167,31796,19961127,E,371927104
064088,LU,84348,15199,19961203,E,92552V100
064135,LU,84365,31822,19970102,20180228,247850100
064162,LC,84364,31821,19970114,20150218,222816100
064166,LU,84373,31838,19970114,E,74834L100
064175,LU,84319,15243,19961218,E,536797103
064254,LU,84438,15267,19970109,E,42328H109
064302,LU,84385,31890,19970129,E,45778Q107
064336,LU,84576,31912,19970204,E,16937R104
064344,LU,84588,31933,19970204,E,91879Q109
064356,LC,84519,15321,19970207,E,171779309
064389,LU,84563,15339,19970214,E,827048109
064410,LC,89508,43519,20021001,E,143130102
064480,LC,84624,15384,19970313,20200630,88870P106
064536,LU,84606,15376,19970307,E,298736109
064547,LC,84389,31896,19970128,E,840441109
064549,LC,84651,31945,19970327,20180531,167250109
064552,LC,84597,15370,19970304,20201030,87236Y108
064568,LU,84737,15423,19970404,E,402307102
064577,LC,85237,32029,19970730,20210427,20441B605
064630,LU,84761,15436,19970415,E,874054109
064690,LC,84656,31946,19970428,E,052800109
064699,LC,84734,15454,19970430,E,337930705
064768,LC,84788,15473,19970515,E,023135106
064821,LC,84767,31965,19970523,E,015271109
064835,LC,84828,15500,19970602,E,783513203
064853,LC,85035,15506,19970603,E,74736K101
064857,LC,85002,15507,19970604,E,803607100
064891,LU,85072,32009,19970612,E,751212101
064901,LU,85067,32004,19970613,E,577933104
064925,LU,85058,31991,19970618,E,101121101
064979,LU,85020,15547,19970625,E,69478X105
065006,LC,85168,15563,19970701,E,42330P107
065009,LC,92245,52690,20070821,E,03957W106
065014,LC,85208,15564,20051220,20060620,806683108
065014,LC,85208,15564,19970701,19990901,806683108
065026,LC,85173,15579,19970703,20160926,690070107
065084,LC,85234,32025,19970715,E,21871N101
065106,LC,85198,15596,20180716,E,06417N103
065106,LU,85198,15596,19970717,20180715,06417N103
065108,LU,85246,32039,19970717,E,48020Q107
065220,LU,85280,15633,19970806,20191231,144577103
065228,LC,86004,16035,19980402,E,904214103
065248,LC,85261,32058,19970808,E,03938L203
065270,LU,85319,15648,19970812,20181031,87162H103
065275,LC,13739,54297,20130125,E,109194100
065290,LU,85265,32062,19970815,E,78440X887
065345,LC,85271,15674,19970829,20170131,02503Y103
065417,LC,85348,32093,19971007,E,988498101
065421,LU,85372,15692,19970918,E,311642102
065430,LU,85390,15697,19970919,E,168905107
065459,LC,93295,32162,20100318,20180731,84763R101
065467,LC,89270,42541,20011228,20220131,31986N102
065500,LU,85346,32090,19970930,E,G65773106
065526,LC,85909,32075,19980320,20090419,410761100
065556,LU,85414,32098,19971008,E,035710839
065576,LC,85592,32135,19971121,20110602,00163T109
065590,LU,85440,32122,19971010,E,86183P102
065605,LC,85925,34701,19980310,E,767744105
065609,LU,85459,15758,19971015,E,12541W209
065615,LU,85517,32132,19971016,E,169905106
065640,LU,85472,15761,19971017,E,15202L107
065643,LU,87139,35226,19990804,20160930,303726103
065662,LU,85421,32104,19971022,20210129,16941M109
065671,LU,85424,32108,19971023,E,262037104
065702,LU,85464,15783,19971029,E,147448104
065710,LU,85604,32145,19971118,E,26884U109
065718,LU,85427,32111,19971030,E,398905109
065772,LU,85621,32158,19971114,E,592688105
065796,LC,92593,52970,20080317,E,598511103
065831,LU,85627,32164,19971112,E,83545G102
065886,LU,85593,32136,19971121,E,008252108
065896,LC,85567,15841,19971121,E,37364X109
065899,LU,85576,15843,19971121,E,75605L708
065904,LU,85522,15854,19971125,20170131,03822W406
065944,LU,85686,15802,19971203,E,04546C205
065967,LC,85675,15867,19971204,20181010,29414D100
065986,LC,86745,16396,19990204,E,09228F103
066016,LC,85645,32174,19971211,E,457187102
066032,LU,85710,15890,19971212,E,739276103
066065,LU,85663,32191,19971218,E,911363109
066085,LC,85653,32183,19971223,E,041356205
066235,LC,85741,15933,19980129,E,43940T109
066281,LC,85772,34638,19980109,20180511,749227864
066285,LC,85731,15918,19980109,E,42722X106
066290,LU,85796,34665,19980218,E,858155203
066326,LU,86572,16384,19990127,E,249906108
066354,LC,85763,34627,19980121,E,92936U109
066368,LU,85753,15940,19980130,E,92343E102
066446,LU,85792,34660,19980212,E,74762E102
066599,LC,85931,34707,19980305,20210528,930059100
066654,LU,85897,34672,19980312,20210331,037347101
066697,LC,86444,34949,19981208,E,45773H201
066708,LC,85963,16056,19980417,20160129,111320107
066731,LU,86102,34765,19980514,E,314211103
100338,LC,81046,30501,19941006,E,759530108
100465,LU,68866,5363,19820426,E,803866300
100477,LC,89191,42282,20011022,E,47030M106
100572,LC,88595,39138,20000901,E,705015105
100718,LC,18298,56602,20181224,E,874060205
100873,LC,12542,53656,20110126,E,G6518L108
101204,LC,89475,43351,20020701,E,80105N105
101276,LC,14987,55064,20210119,E,N82405106
101310,LC,88233,37497,20000511,E,66987V109
101317,LC,87444,36379,19991116,E,83175M205
101352,LC,77604,29487,19920520,20160229,013904305
102341,LU,84083,15005,19961002,E,413216300
102696,LC,84621,15412,20061023,E,H50430232
103487,LC,89382,34858,19980803,E,803054204
104432,LC,13760,54313,20130118,E,G66721104
104598,LU,81044,30277,19941014,E,693483109
105089,LC,87204,31879,19990915,E,151290889
105365,LC,86111,34770,19980605,E,03027X100
105661,LC,16865,56034,20170816,E,49741E100
105861,LC,90796,47004,20050706,E,962879102
106112,LC,90433,45863,20041118,E,644535106
106133,LC,85905,34682,19980330,E,09255R202
106486,LC,91306,50845,20060626,E,731916409
108326,LC,92893,53123,20090218,E,82835P103
108348,LC,13121,53939,20111205,E,69946T207
108645,LC,88882,41178,20010118,20160502,903914208
108831,LC,92776,53078,20080815,E,960908309
109179,LU,85961,16058,19980421,20160930,042068106
109683,LC,85994,16060,19980420,20160729,33582V108
109699,LC,89821,44287,20030801,20170630,05566T101
109826,LU,85992,16065,19980423,E,562750109
110179,LC,75819,10302,19980529,E,92276F100
110250,LC,90544,46112,20050131,E,86606G101
110533,LU,86034,34759,19980512,20130430,804137107
110566,LU,86026,34751,19980526,E,45768S105
110620,LC,86072,16109,20130204,E,G4705A100
110620,LC,19674,16109,19980515,20130203,G4705A100
110685,LC,86021,34746,19980519,20190630,502413107
110732,LC,92949,53167,20160601,E,94106B101
110732,LC,86097,16123,19980526,20160531,94106B101
110807,LC,86033,34758,19980522,E,95766J102
111064,LU,86196,16133,19980602,20190531,90385D107
111486,LU,86121,34782,19980619,E,375916103
111534,LU,86211,16149,19980611,E,594972408
111721,LU,87318,17183,19991006,E,268948106
111864,LU,86158,16167,19980619,E,192446102
111880,LU,86144,34808,19980619,E,G02602103
112111,LU,86288,16188,19980701,E,22160N109
112158,LU,86115,34775,19980701,E,15101Q108
112168,LC,86228,34838,19980701,E,760759100
112295,LC,89643,43845,20030115,E,319835104
112572,LC,16703,55935,20170510,E,30779N105
112721,LU,86287,16222,19980722,E,760281204
112754,LC,88516,38417,20000815,20160129,26746E103
112876,LC,86223,34829,19980728,E,293792107
113419,LC,86305,34849,19980813,20181004,212485106
113490,LC,86339,16268,19980818,E,22822V101
114524,LU,86356,16285,19980924,E,278642103
114608,LC,88940,41384,20010430,20170331,732872106
114628,LU,86868,35048,19990504,E,38141G104
115044,LC,16479,55798,20161129,E,015857105
115757,LC,89606,43722,20021129,E,831754106
115876,LU,86432,16313,19981112,E,743606105
116029,LC,89858,34920,19981118,E,726503105
116504,LC,86489,16332,19981204,E,83125X103
116772,LC,86544,16347,19981215,E,095229100
116787,LC,86525,16349,19981216,20141204,206708109
117026,LU,87069,16640,19990708,E,394357107
117141,LC,90591,46273,20050208,E,293712105
117768,LU,86580,16382,19990122,E,67066G104
117861,LU,86547,34964,19990129,E,024061103
117902,LC,86560,34977,19990129,E,05070N103
118042,LU,86719,16402,19990208,E,27579R104
118081,LC,86709,16397,19990204,20170831,012423109
118122,LC,13103,53927,20111117,E,G6095L109
118223,LU,86717,16410,19990212,E,101388106
118267,LU,86594,2572,19990211,E,500643200
118502,LU,86720,16422,19990223,20170428,125134106
118577,LC,86725,16425,19990226,20140203,53217V109
119275,LU,86778,16455,19990330,E,55306N104
119314,LC,86783,16454,19990330,E,09857L108
119316,LU,86810,35037,19990408,E,89531P105
119414,LU,86820,16457,19990401,E,14057J101
120134,LC,86830,16496,19990429,20150806,45666Q102
120297,LC,86899,16517,19990512,20181130,53219L109
120444,LU,86876,35057,19990512,E,95082P105
120774,LC,86881,16546,19990525,20171116,111621306
120794,LU,86921,16544,19990525,20210331,87233Q108
120877,LC,86946,35164,19990615,20170731,761713106
121077,LU,86964,16561,19990604,E,315616102
121142,LU,86949,35167,19990609,E,830566105
121382,LU,86996,16584,19990616,E,78410G104
121440,LU,87006,16587,19990617,E,91307C102
121713,LC,86965,16609,19990625,E,317585404
121718,LU,86979,16614,19990625,E,48203R104
121815,LU,87077,16641,19990709,E,292554102
122015,LC,87070,16646,19990713,20151030,443683107
122061,LC,87092,16648,19990714,20141205,88632Q103
122078,LU,87066,16650,19990715,20210430,62914B100
122172,LC,87075,16665,19990723,E,48123V102
122255,LC,87078,16666,19990723,20081012,01999Y932
122257,LU,87056,16668,19990723,E,09061G101
122380,LU,87034,35177,19990729,E,526107107
122519,LU,87162,16695,19990803,E,68243Q106
122841,LC,87184,16753,19990811,20190731,756577102
122902,LU,87179,16758,19990812,E,64115T104
122915,LU,87198,16779,19990817,E,01877R108
124042,LC,87212,35276,19990927,E,56501R106
124046,LC,87289,36355,19991013,E,25525P107
124254,LU,87214,35278,19991004,20200331,682129101
124394,LU,87255,17161,19990930,20160930,888706108
124434,LU,87267,36336,19991001,E,09247X101
124634,LC,93313,53375,20100414,E,03740A106
124775,LU,87268,36337,19991019,E,17273K109
125378,LC,87339,17293,19991027,E,70211M109
125580,LC,90358,45559,20040922,E,842873101
125595,LC,87299,17300,19991029,E,00971T101
125604,LC,87337,17303,19991029,E,72919P202
125794,LC,13704,54278,20121210,E,64049M209
126056,LC,87430,17314,19991105,E,50077B207
126136,LC,12308,17322,20100914,E,16119P108
126296,LC,90808,47013,20050729,E,30212P303
126417,LC,87390,17342,19991112,20190930,31787A507
126554,LC,87432,36364,19991118,E,00846U101
126555,LC,87373,17395,19991118,20210730,01167P101
126600,LC,12312,53514,20100924,20160729,80908T101
126721,LU,87445,36380,19991130,E,879360105
127377,LU,87487,17502,19991210,E,05541T101
127574,LC,87529,36608,20000128,20010830,04999Y910
128978,LC,87541,23511,20000128,E,695156109
130618,LC,13353,54047,20120402,E,706327103
133288,LC,87812,18455,20000324,E,826919102
133366,LC,87657,36952,20000403,E,28176E108
133367,LC,87659,36954,20000404,E,28035Q102
133726,LC,88152,37148,20000404,E,12571T100
133766,LC,88167,37161,20000411,E,42222N103
133767,LC,88172,37166,20000405,20160727,50101L106
133768,LC,87842,37138,20000405,E,59156R108
133869,LC,88174,37168,20000407,E,538146101
133871,LC,88195,37188,20000406,E,800677106
133885,LC,88159,37154,20000411,E,30161Q104
134044,LC,88196,37189,20000413,20210331,G81477104
134932,LC,88182,37176,20000428,E,682189105
135484,LC,23887,925,20000831,20200423,35909D109
135990,LC,90071,37496,20040325,E,629377508
136265,LC,88343,37718,20000606,E,695263103
136648,LC,88319,37682,20110110,E,92839U206
136648,LC,88319,37682,20000629,20090305,92839U206
136684,LC,14009,54457,20130611,E,G16258108
136725,LC,88352,37727,20000613,E,46120E602
136804,LC,88331,37706,20000621,20161130,15670R107
137131,LC,88281,37660,20000623,E,159864107
137232,LC,88313,37678,20000626,20170526,47102X105
137310,LC,88360,37731,20000627,E,573874104
137433,LC,88309,37674,20000630,E,607409109
137573,LC,88439,37932,20000711,E,29362U104
137609,LC,16939,56071,20171010,E,57778K105
137612,LC,88411,37907,20000711,E,900111204
137704,LC,88458,37949,20000714,20160129,682128103
138122,LC,88421,37917,20000728,E,040047607
138123,LC,88434,37929,20000727,20060912,254675101
138126,LC,88451,37943,20000728,20181231,492515101
138205,LC,88446,37938,20000728,E,452327109
138483,LC,88504,38406,20000804,E,116794108
138743,LC,89617,38419,20021231,E,29444U700
138861,LC,88495,38398,20000810,20190430,G1154H107
139025,LC,89395,43147,20020528,E,72346Q104
139665,LC,48506,20610,20001003,E,615369105
140023,LC,89169,40199,20200501,E,24661P807
140023,LC,89169,40199,20011022,20170914,24661P807
140541,LC,88661,40143,20001005,E,876030107
140568,LC,13453,54113,20120607,E,163572209
140756,LC,88660,40142,20001018,E,16941R108
140759,LC,88750,40220,20001018,20170418,45071R109
140760,LC,88668,40148,20001018,20180629,61166W101
141277,LC,88863,41157,20010131,E,30063P105
141278,LC,89029,41702,20010628,20211219,619718307
141363,LC,88960,41456,20010410,E,67058H102
141384,LC,88860,41154,20010126,E,016255101
141459,LC,88837,41059,20001208,E,H2906T109
141460,LC,88949,41391,20010307,E,81181C104
141720,LC,89304,42780,20170501,20181031,29278N103
141720,LC,84400,31664,20000831,20170427,29278N103
141846,LC,90177,45190,20040527,E,004225108
141913,LC,88873,41168,20010201,E,37940X102
142088,LC,88908,41269,20010220,20200630,15201P109
142230,LC,88901,41263,20010206,E,559080106
142248,LC,88885,41243,20010208,E,02364W105
142337,LC,92601,52977,20080326,E,665531307
142339,LC,88945,41271,20010315,20140204,38011M603
142460,LC,88991,41580,20010523,20160413,704551100
142546,LC,88895,41257,20010228,E,568427108
142811,LC,89004,41678,20010614,20170131,30249U101
142812,LC,90238,45309,20040622,20181130,81724Q107
142814,LC,89290,42651,20020129,E,87157D109
142953,LC,89006,41680,20010613,E,609207105
142956,LC,89110,41980,20010807,E,68213N109
143356,LC,89258,42524,20011213,E,744320102
143357,LC,89071,41871,20010719,E,G1151C101
143421,LC,89046,41822,20010713,20151001,N96617118
143421,LC,12587,53686,20151002,20201130,N96617118
143640,LC,88989,41578,20010515,20141128,49455U100
143912,LC,89031,41562,20010607,E,05464C101
143974,LC,89002,41671,20010608,E,018581108
144009,LC,89017,41694,20010612,E,G96629103
144066,LC,89014,41688,20010702,20181130,774341101
144097,LC,87529,36608,20010831,20150228,049392103
144119,LC,89003,41673,20010709,20060131,156880106
144435,LC,89138,42007,20010802,E,G16962105
144436,LC,89036,41813,20010720,E,639050103
144496,LC,88239,37504,20141128,20150831,H42097107
144496,LC,88239,37504,20141101,20141127,H42097107
144496,LC,88239,37504,20000516,20141031,H42097107
144496,LC,15054,55100,20141128,E,H42097107
144520,LC,89215,42400,20011113,E,001744101
144535,LC,89056,41859,20010720,E,40415F101
144559,LC,89070,41870,20010807,E,98956P102
144567,LC,90216,45289,20040617,20130628,84264A102
144621,LC,89050,41852,20010727,E,09248F109
144640,LC,89327,42915,20020314,E,043436104
144998,LC,90175,45186,20040512,E,983793100
145024,LC,89103,41975,20010824,E,376535100
145041,LC,89413,43250,20020625,E,08915P101
145042,LC,89203,42385,20011113,20171130,00762W107
145046,LC,89179,42273,20011030,E,036752103
145049,LC,89301,42775,20051001,E,36467W109
145049,LC,89301,42775,20041115,20050930,36467W109
145049,LC,89301,42775,20041101,20041114,36467W109
145049,LC,89301,42775,20020213,20041031,36467W109
145080,LC,90223,45297,20040610,E,85513Q103
145308,LC,89244,42430,20011115,E,98262P101
145367,LC,89204,42386,20011106,20121231,03073T102
145552,LC,89269,42540,20011213,E,15135B101
145701,LC,89195,42285,20011023,E,74251V102
145729,LC,89194,42284,20011025,20110310,70799Y939
145977,LC,89217,42402,20011129,E,00751Y106
146017,LC,89216,42401,20011114,E,00508Y102
146140,LC,93251,53342,20100210,E,720190206
146156,LC,89230,42415,20011123,20171002,01449J105
146171,LC,89307,42784,20020207,E,564563104
146648,LC,90081,44994,20040331,E,232109108
147175,LC,17279,56249,20080610,20150630,544147101
147204,LC,89297,42769,20020205,E,19239V302
147208,LC,89304,42780,20020205,20170430,86764L108
147242,LC,89397,43149,20100706,E,92343X100
147242,LC,89397,43149,20020516,20070131,92343X100
147305,LC,89353,42997,20020412,E,477143101
147432,LC,89298,42770,20020226,E,19247L106
147579,LC,89393,43145,20020523,E,64110L106
147638,LC,89409,43163,20020509,20180228,758766109
147661,LC,89399,43151,20020516,20160421,00215Q103
147708,LC,89447,43326,20020722,E,128246105
147831,LC,89336,42921,20020326,E,67071L106
147849,LC,89387,43140,20020521,E,205306103
147988,LC,91975,52247,20070510,E,00766T100
148349,LC,91152,50481,20060315,E,893641100
148394,LC,92949,53167,20090605,20160531,74339G101
148552,LC,92686,53027,20080513,20110511,654145101
148770,LC,89408,43161,20020521,20151231,570759100
148932,LC,89557,43643,20021010,20150731,G62185106
148950,LC,89406,43159,20020603,E,29355X107
149070,LC,89626,43791,20021206,E,12572Q105
149082,LC,89443,43281,20020701,E,961765104
149177,LC,89916,44625,20031124,E,65336K103
149268,LC,89636,43802,20021219,20130530,36399D930
149318,LC,89533,43620,20021025,E,983134107
149337,LC,90601,46282,20050210,E,631103108
149477,LC,89452,43331,20020723,20190930,74765E307
149618,LC,89482,43449,20020823,E,05990K106
149738,LC,93150,43340,20091210,20220131,125581801
150139,LC,89540,43626,20021016,E,253393102
150158,LC,89492,43460,20020823,E,41013W108
150201,LC,89570,43686,20021101,E,573331105
150221,LC,13324,54027,20120323,E,363225202
150258,LC,90067,44977,20040326,20191220,440543106
150277,LC,89625,43790,20021212,20190131,29336U107
150278,LC,89876,44506,20031024,E,146229109
150279,LC,89653,43857,20030116,E,74386T105
150306,LC,89826,44292,20030813,E,88224Q107
150477,LC,89574,43690,20021108,E,69354N106
150562,LC,89546,43631,20021022,E,63886Q109
150699,LC,89509,43520,20021001,20211029,171798101
150837,LC,89547,43632,20021011,E,63900P608
150838,LC,89541,43627,20021011,20181231,29250X103
150937,LC,89641,43807,20021211,E,G7997R103
151630,LC,90436,45865,20041101,E,40637H109
151933,LC,89637,43803,20021216,E,88031M109
152049,LC,91274,50731,20060526,E,318916103
152249,LC,89694,43918,20030228,20170331,G30397106
152909,LC,89688,43912,20030226,E,94987B105
153130,LC,89789,44193,20030701,E,G0692U109
153713,LC,89733,44039,20030425,E,722014107
154117,LC,89745,44067,20030528,E,09255P107
154118,LC,89746,44068,20030528,E,27828H105
154357,LC,93422,53439,20100701,20210331,74733V100
154673,LC,89773,44132,20030626,E,67073D102
154755,LC,89805,44266,20030807,20140430,14055X102
155323,LC,89780,44182,20030729,E,64128C106
155326,LC,89788,44191,20030729,E,95766B109
155393,LC,89901,44613,20200902,E,966387508
155393,LC,89901,44613,20200901,20200901,966387508
155393,LC,89901,44613,20031120,20200831,966387508
155394,LC,89866,44497,20031003,E,501889208
155754,LC,89803,44265,20030826,E,044103869
156155,LC,89900,44612,20031125,E,87162W100
156157,LC,89913,44623,20031112,E,571157106
156383,LC,89946,44699,20031204,E,025676206
156521,LC,89852,44395,20030926,20211130,6706EP105
156613,LC,89905,44617,20031120,20180430,13123E500
156617,LC,91086,50290,20060210,E,00484M601
156861,LC,89971,44726,20031218,E,88023U101
157057,LC,90038,44893,20040205,E,04621X108
157074,LC,90017,44819,20040113,20140331,22765Y104
157153,LC,89952,44705,20031212,E,20451N101
157354,LC,89960,44712,20031209,E,50105F105
157373,LC,16736,55954,20170510,E,92840M102
157413,LC,89927,44683,20031209,E,89677Q107
157415,LC,90052,44911,20040203,20150529,87264S106
157480,LC,89893,44605,20031125,E,36242H104
157493,LC,90064,44969,20040319,20131129,140288101
157583,LC,89970,44723,20031202,E,95766A101
157679,LC,14039,54472,20130718,E,84860W300
157855,LC,90215,45288,20040623,E,79466L302
157955,LC,90120,45077,20040423,E,G0585R106
158354,LC,90162,45174,20040525,E,37247D106
158494,LC,89984,44801,20040128,E,27828S101
158742,LC,90454,45878,20041105,E,57060D108
158743,LC,91977,45679,20070523,E,05508R106
160183,LC,90210,45284,20040630,20150610,53217R207
160207,LC,90366,45566,20040915,E,86184W106
160211,LC,90248,45379,20040713,E,25754A201
160225,LC,91233,50700,20060525,E,57636Q104
160233,LC,90291,45430,20040727,E,74348T102
160255,LC,90110,45068,20040503,20150902,441060100
160256,LC,91937,52120,20070419,20130430,591708102
160282,LC,90700,46686,20100526,20181031,98416J118
160282,LC,90700,46686,20100501,20100525,98416J118
160282,LC,90700,46686,20050516,20100430,98416J118
160288,LC,90114,45070,20040428,E,52106W103
160305,LC,90108,45066,20040428,E,94987E109
160329,LC,90319,45483,20040819,E,02079K305
160329,LC,14542,45483,20140403,E,02079K305
160373,LC,90708,46692,20050503,E,617700109
160376,LC,90427,45732,20041005,E,882681109
160378,LC,13889,54387,20151218,20181031,385002308
160479,LC,90305,45469,20040812,E,30225T102
160541,LC,90731,46855,20050609,E,427096508
160549,LC,90866,45301,20140301,E,G5480U120
160549,LC,90866,45301,20050907,20140228,G5480U120
160549,LC,90227,45301,20140301,E,G5480U120
160549,LC,90227,45301,20040608,20140228,G5480U120
160598,LC,90353,45555,20040923,E,073685109
160684,LC,90312,45475,20040811,E,960413102
160719,LC,90536,46105,20050126,20160129,361652209
